deck	split	colors	main_colors	player_wr_bucket
FDN_top_00552_WUpG	train	WU+G	WU	0.76
FDN_top_00553_WUpG	train	WU+G	WU	0.76
FDN_top_00554_WUpG	train	WU+G	WU	0.76
FDN_top_00555_WR	train	WR	WR	0.64
FDN_top_00556_WBpG	train	WB+G	WB	0.66
FDN_top_00557_BGpWU	train	BG+WU	BG	0.6
FDN_top_00558_BGpWU	train	BG+WU	BG	0.6
FDN_top_00559_UB	eval	UB	UB	0.66
FDN_top_00560_BR	train	BR	BR	0.62
FDN_top_00561_BRpW	train	BR+W	BR	0.6
FDN_top_00562_BRG	train	BRG	BRG	0.6
FDN_top_00563_BGpR	train	BG+R	BG	0.6
FDN_top_00564_WB	train	WB	WB	0.76
FDN_top_00565_UR	train	UR	UR	0.62
FDN_top_00566_UR	train	UR	UR	0.62
FDN_top_00567_UR	train	UR	UR	0.6
FDN_top_00568_UR	train	UR	UR	0.6
FDN_top_00569_WB	train	WB	WB	0.6
FDN_top_00570_WUpBR	train	WU+BR	WU	0.62
FDN_top_00571_WBpG	train	WB+G	WB	0.74
FDN_top_00572_BR	train	BR	BR	0.6
FDN_top_00573_BR	train	BR	BR	0.6
FDN_top_00574_BR	train	BR	BR	0.6
FDN_top_00575_UGpW	train	UG+W	UG	0.64
FDN_top_00576_BGpU	train	BG+U	BG	0.68
FDN_top_00577_UB	train	UB	UB	0.64
FDN_top_00578_WU	train	WU	WU	0.8200000000000001
FDN_top_00579_WRpU	train	WR+U	WR	0.74
FDN_top_00580_WB	train	WB	WB	0.64
FDN_top_00581_WB	train	WB	WB	0.64
FDN_top_00582_UGpW	train	UG+W	UG	0.6
FDN_top_00583_UR	train	UR	UR	0.62
FDN_top_00584_WG	train	WG	WG	0.64
FDN_top_00585_UGpB	train	UG+B	UG	0.6
FDN_top_00586_WR	train	WR	WR	0.62
FDN_top_00587_WG	train	WG	WG	0.62
FDN_top_00588_WG	train	WG	WG	0.6
FDN_top_00589_WG	train	WG	WG	0.64
FDN_top_00590_WG	train	WG	WG	0.64
FDN_top_00591_GpUR	train	G+UR	G	0.6
FDN_top_00592_WR	train	WR	WR	0.62
FDN_top_00593_RG	train	RG	RG	0.62
FDN_top_00594_RG	train	RG	RG	0.62
FDN_top_00595_WB	eval	WB	WB	0.64
FDN_top_00596_WGpR	train	WG+R	WG	0.6
FDN_top_00597_WB	train	WB	WB	0.6
FDN_top_00598_WB	train	WB	WB	0.6
FDN_top_00599_WG	train	WG	WG	0.8
FDN_top_00600_WG	train	WG	WG	0.8
FDN_top_00601_RG	train	RG	RG	0.62
FDN_top_00602_WB	train	WB	WB	0.6
FDN_top_00603_WB	eval	WB	WB	0.6
FDN_top_00604_WB	eval	WB	WB	0.6
FDN_top_00605_WB	eval	WB	WB	0.64
FDN_top_00606_WBG	train	WBG	WBG	0.6
FDN_top_00607_UBG	train	UBG	UBG	0.64
FDN_top_00608_WB	train	WB	WB	0.66
FDN_top_00609_WRpG	train	WR+G	WR	0.62
FDN_top_00610_UB	train	UB	UB	0.66
FDN_top_00611_UB	train	UB	UB	0.66
FDN_top_00612_WG	train	WG	WG	0.62
FDN_top_00613_WUGpR	train	WUG+R	WUG	0.7000000000000001
FDN_top_00614_WUGpR	train	WUG+R	WUG	0.7000000000000001
FDN_top_00615_WUpR	train	WU+R	WU	0.62
FDN_top_00616_UR	train	UR	UR	0.64
FDN_top_00617_WBpR	train	WB+R	WB	0.66
FDN_top_00618_UB	train	UB	UB	0.6
FDN_top_00619_UB	train	UB	UB	0.6
FDN_top_00620_UR	train	UR	UR	0.66
FDN_top_00621_BGpU	train	BG+U	BG	0.66
FDN_top_00622_GpWUB	train	G+WUB	G	0.66
FDN_top_00623_UR	train	UR	UR	0.62
FDN_top_00624_BR	train	BR	BR	0.64
FDN_top_00625_UG	train	UG	UG	0.6
FDN_top_00626_BG	train	BG	BG	0.6
FDN_top_00627_BG	train	BG	BG	0.6
FDN_top_00628_UG	train	UG	UG	0.64
FDN_top_00629_BR	eval	BR	BR	0.62
FDN_top_00630_RG	eval	RG	RG	0.64
FDN_top_00631_BR	train	BR	BR	0.6
FDN_top_00632_W	train	W	W	0.6
FDN_top_00633_WUG	train	WUG	WUG	0.66
FDN_top_00634_BG	train	BG	BG	0.64
FDN_top_00635_UB	train	UB	UB	0.62
FDN_top_00636_BR	eval	BR	BR	0.62
FDN_top_00637_URpG	train	UR+G	UR	0.62
FDN_top_00638_WGpU	train	WG+U	WG	0.62
FDN_top_00639_WB	train	WB	WB	0.62
FDN_top_00640_WB	train	WB	WB	0.62
FDN_top_00641_WB	train	WB	WB	0.62
FDN_top_00642_WB	train	WB	WB	0.6
FDN_top_00643_UBGpR	train	UBG+R	UBG	0.6
FDN_top_00644_WU	train	WU	WU	0.64
FDN_top_00645_WU	train	WU	WU	0.64
FDN_top_00646_WR	train	WR	WR	0.6
FDN_top_00647_WR	train	WR	WR	0.6
FDN_top_00648_UB	train	UB	UB	0.64
FDN_top_00649_BGpU	train	BG+U	BG	0.68
FDN_top_00650_BGpU	train	BG+U	BG	0.68
FDN_top_00651_BGpU	train	BG+U	BG	0.68
FDN_top_00652_UR	train	UR	UR	0.62
FDN_top_00653_WU	train	WU	WU	0.6
FDN_top_00654_WU	train	WU	WU	0.6
FDN_top_00655_UG	train	UG	UG	0.6
FDN_top_00656_UG	train	UG	UG	0.6
FDN_top_00657_WU	train	WU	WU	0.64
FDN_top_00658_WG	train	WG	WG	0.6
FDN_top_00659_UB	train	UB	UB	0.6
FDN_top_00660_WR	train	WR	WR	0.64
FDN_top_00661_WUpB	train	WU+B	WU	0.6
FDN_top_00662_UpW	train	U+W	U	0.6
FDN_top_00663_UpW	train	U+W	U	0.6
FDN_top_00664_WU	train	WU	WU	0.6
FDN_top_00665_UB	train	UB	UB	0.6
FDN_top_00666_WR	train	WR	WR	0.68
FDN_top_00667_BRG	train	BRG	BRG	0.62
FDN_top_00668_UR	train	UR	UR	0.6
FDN_top_00669_WB	eval	WB	WB	0.64
FDN_top_00670_WB	eval	WB	WB	0.64
FDN_top_00671_WBpU	eval	WB+U	WB	0.68
FDN_top_00672_BG	train	BG	BG	0.7000000000000001
FDN_top_00673_WB	train	WB	WB	0.6
FDN_top_00674_UR	train	UR	UR	0.6
FDN_top_00675_UR	train	UR	UR	0.6
FDN_top_00676_UR	train	UR	UR	0.6
FDN_top_00677_UB	train	UB	UB	0.62
FDN_top_00678_WBG	train	WBG	WBG	0.62
FDN_top_00679_WG	train	WG	WG	0.62
FDN_top_00680_UBpR	train	UB+R	UB	0.62
FDN_top_00681_GpR	train	G+R	G	0.6
FDN_top_00682_WG	train	WG	WG	0.68
FDN_top_00683_UB	train	UB	UB	0.6
FDN_top_00684_WpG	train	W+G	W	0.64
FDN_top_00685_WB	train	WB	WB	0.62
FDN_top_00686_WR	train	WR	WR	0.62
FDN_top_00687_WR	train	WR	WR	0.62
FDN_top_00688_UB	train	UB	UB	0.6
FDN_top_00689_WG	train	WG	WG	0.6
FDN_top_00690_WGpBR	train	WG+BR	WG	0.6
FDN_top_00691_UB	train	UB	UB	0.6
FDN_top_00692_WGpU	eval	WG+U	WG	0.62
FDN_top_00693_WUB	train	WUB	WUB	0.64
FDN_top_00694_WUB	train	WUB	WUB	0.64
FDN_top_00695_WR	train	WR	WR	0.6
FDN_top_00696_UB	train	UB	UB	0.6
FDN_top_00697_URpW	train	UR+W	UR	0.66
FDN_top_00698_UR	train	UR	UR	0.68
FDN_top_00699_UR	train	UR	UR	0.68
FDN_top_00700_UR	train	UR	UR	0.68
FDN_top_00701_UR	eval	UR	UR	0.62
FDN_top_00702_BG	train	BG	BG	0.7000000000000001
FDN_top_00703_UR	train	UR	UR	0.6
FDN_top_00704_URpW	train	UR+W	UR	0.6
FDN_top_00705_RG	eval	RG	RG	0.6
FDN_top_00706_WB	train	WB	WB	0.68
FDN_top_00707_BGpU	eval	BG+U	BG	0.62
FDN_top_00708_WB	train	WB	WB	0.68
FDN_top_00709_WpR	train	W+R	W	0.6
FDN_top_00710_BRpW	eval	BR+W	BR	0.66
FDN_top_00711_BRpW	eval	BR+W	BR	0.66
FDN_top_00712_WR	eval	WR	WR	0.68
FDN_top_00713_UR	eval	UR	UR	0.62
FDN_top_00714_WBpR	train	WB+R	WB	0.6
FDN_top_00715_UG	train	UG	UG	0.64
FDN_top_00716_UR	train	UR	UR	0.66
FDN_top_00717_UR	train	UR	UR	0.6
FDN_top_00718_UR	train	UR	UR	0.6
FDN_top_00719_BR	train	BR	BR	0.62
FDN_top_00720_BR	train	BR	BR	0.62
FDN_top_00721_UR	train	UR	UR	0.62
FDN_top_00722_UG	train	UG	UG	0.68
FDN_top_00723_WB	train	WB	WB	0.6
FDN_top_00724_WB	train	WB	WB	0.6
FDN_top_00725_WB	train	WB	WB	0.6
FDN_top_00726_WB	train	WB	WB	0.6
FDN_top_00727_W	eval	W	W	0.62
FDN_top_00728_BRpG	eval	BR+G	BR	0.6
FDN_top_00729_BRpG	eval	BR+G	BR	0.6
FDN_top_00730_WB	train	WB	WB	0.76
FDN_top_00731_WUpG	train	WU+G	WU	0.62
FDN_top_00732_BR	train	BR	BR	0.68
FDN_top_00733_WBpR	train	WB+R	WB	0.6
FDN_top_00734_UG	train	UG	UG	0.66
FDN_top_00735_WG	train	WG	WG	0.74
FDN_top_00736_BGpUR	train	BG+UR	BG	0.6
FDN_top_00737_WU	train	WU	WU	0.64
FDN_top_00738_WU	train	WU	WU	0.6
FDN_top_00739_WU	train	WU	WU	0.6
FDN_top_00740_W	train	W	W	0.62
FDN_top_00741_W	train	W	W	0.62
FDN_top_00742_RG	train	RG	RG	0.6
FDN_top_00743_RG	train	RG	RG	0.6
FDN_top_00744_BR	eval	BR	BR	0.6
FDN_top_00745_WR	train	WR	WR	0.6
FDN_top_00746_WG	train	WG	WG	0.6
FDN_top_00747_WU	train	WU	WU	0.6
FDN_top_00748_RG	train	RG	RG	0.62
FDN_top_00749_UR	train	UR	UR	0.64
FDN_top_00750_UR	train	UR	UR	0.64
FDN_top_00751_BG	train	BG	BG	0.64
FDN_top_00752_UG	train	UG	UG	0.66
FDN_top_00753_UR	train	UR	UR	0.68
FDN_top_00754_UR	train	UR	UR	0.68
FDN_top_00755_WB	eval	WB	WB	0.62
FDN_top_00756_BR	train	BR	BR	0.64
FDN_top_00757_BGpW	train	BG+W	BG	0.62
FDN_top_00758_URpW	train	UR+W	UR	0.6
FDN_top_00759_WB	eval	WB	WB	0.64
FDN_top_00760_WB	eval	WB	WB	0.64
FDN_top_00761_UBpG	train	UB+G	UB	0.76
FDN_top_00762_WBpUR	train	WB+UR	WB	0.6
FDN_top_00763_RG	train	RG	RG	0.72
FDN_top_00764_UG	train	UG	UG	0.62
FDN_top_00765_UR	train	UR	UR	0.62
FDN_top_00766_WB	train	WB	WB	0.62
FDN_top_00767_BR	train	BR	BR	0.68
FDN_top_00768_BR	train	BR	BR	0.6
FDN_top_00769_WB	train	WB	WB	0.66
FDN_top_00770_WG	train	WG	WG	0.6
FDN_top_00771_WB	train	WB	WB	0.6
FDN_top_00772_BR	eval	BR	BR	0.6
FDN_top_00773_WG	train	WG	WG	0.62
FDN_top_00774_WpUG	train	W+UG	W	0.62
FDN_top_00775_UB	train	UB	UB	0.64
FDN_top_00776_WB	train	WB	WB	0.64
FDN_top_00777_WB	train	WB	WB	0.64
FDN_top_00778_R	train	R	R	0.64
FDN_top_00779_WB	train	WB	WB	0.6
FDN_top_00780_UG	train	UG	UG	0.62
FDN_top_00781_WG	train	WG	WG	0.64
FDN_top_00782_URpG	eval	UR+G	UR	0.66
FDN_top_00783_UB	train	UB	UB	0.6
FDN_top_00784_RG	train	RG	RG	0.62
FDN_top_00785_RG	train	RG	RG	0.62
FDN_top_00786_RG	train	RG	RG	0.64
FDN_top_00787_BR	eval	BR	BR	0.64
FDN_top_00788_BR	eval	BR	BR	0.64
FDN_top_00789_UG	train	UG	UG	0.6
FDN_top_00790_UG	train	UG	UG	0.6
FDN_top_00791_UG	train	UG	UG	0.6
FDN_top_00792_UB	train	UB	UB	0.6
FDN_top_00793_URpW	train	UR+W	UR	0.68
FDN_top_00794_UGpW	train	UG+W	UG	0.62
FDN_top_00795_UGpW	train	UG+W	UG	0.62
FDN_top_00796_RG	train	RG	RG	0.6
FDN_top_00797_RG	train	RG	RG	0.6
FDN_top_00798_WR	train	WR	WR	0.78
FDN_top_00799_WR	train	WR	WR	0.78
FDN_top_00800_WR	train	WR	WR	0.78
FDN_top_00801_WR	train	WR	WR	0.78
FDN_top_00802_BGpU	train	BG+U	BG	0.62
FDN_top_00803_WUpB	train	WU+B	WU	0.64
FDN_top_00804_UR	train	UR	UR	0.6
FDN_top_00805_WU	eval	WU	WU	0.6
FDN_top_00806_BR	train	BR	BR	0.66
FDN_top_00807_UG	train	UG	UG	0.64
FDN_top_00808_RG	train	RG	RG	0.74
FDN_top_00809_WU	train	WU	WU	0.6
FDN_top_00810_WB	train	WB	WB	0.68
FDN_top_00811_UGpW	train	UG+W	UG	0.62
FDN_top_00812_UGpW	train	UG+W	UG	0.62
FDN_top_00813_BR	train	BR	BR	0.6
FDN_top_00814_WB	train	WB	WB	0.62
FDN_top_00815_WB	train	WB	WB	0.62
FDN_top_00816_WR	train	WR	WR	0.6
FDN_top_00817_WR	eval	WR	WR	0.62
FDN_top_00818_WU	train	WU	WU	0.66
FDN_top_00819_URpG	train	UR+G	UR	0.6
FDN_top_00820_WG	train	WG	WG	0.68
FDN_top_00821_WU	train	WU	WU	0.6
FDN_top_00822_UR	eval	UR	UR	0.62
FDN_top_00823_WB	train	WB	WB	0.86
FDN_top_00824_WB	train	WB	WB	0.86
FDN_top_00825_WR	train	WR	WR	0.64
FDN_top_00826_WB	train	WB	WB	0.6
FDN_top_00827_WB	train	WB	WB	0.6
FDN_top_00828_WR	train	WR	WR	0.62
FDN_top_00829_WU	train	WU	WU	0.6
FDN_top_00830_WBpU	train	WB+U	WB	0.62
FDN_top_00831_RGpU	train	RG+U	RG	0.62
FDN_top_00832_RGpU	train	RG+U	RG	0.62
FDN_top_00833_RGpU	train	RG+U	RG	0.62
FDN_top_00834_URpW	train	UR+W	UR	0.74
FDN_top_00835_BR	train	BR	BR	0.74
FDN_top_00836_WRGpU	train	WRG+U	WRG	0.6
FDN_top_00837_BR	train	BR	BR	0.62
FDN_top_00838_BR	train	BR	BR	0.62
FDN_top_00839_WR	train	WR	WR	0.6
FDN_top_00840_BR	train	BR	BR	0.62
FDN_top_00841_UBG	train	UBG	UBG	0.62
FDN_top_00842_UBG	train	UBG	UBG	0.62
FDN_top_00843_WR	train	WR	WR	0.62
FDN_top_00844_BG	train	BG	BG	0.6
FDN_top_00845_UG	train	UG	UG	0.6
FDN_top_00846_UBpG	train	UB+G	UB	0.62
FDN_top_00847_UBpG	train	UB+G	UB	0.62
FDN_top_00848_URpG	train	UR+G	UR	0.86
FDN_top_00849_BG	train	BG	BG	0.68
FDN_top_00850_GpUB	train	G+UB	G	0.62
FDN_top_00851_WB	train	WB	WB	0.6
FDN_top_00852_BpR	train	B+R	B	0.66
FDN_top_00853_BpR	train	B+R	B	0.66
FDN_top_00854_UR	train	UR	UR	0.6
FDN_top_00855_UR	train	UR	UR	0.6
FDN_top_00856_UR	train	UR	UR	0.6
FDN_top_00857_BR	train	BR	BR	0.6
FDN_top_00858_UG	train	UG	UG	0.62
FDN_top_00859_UG	train	UG	UG	0.62
FDN_top_00860_UG	train	UG	UG	0.62
FDN_top_00861_WBpU	train	WB+U	WB	0.6
FDN_top_00862_WR	train	WR	WR	0.62
FDN_top_00863_WR	train	WR	WR	0.74
FDN_top_00864_WR	eval	WR	WR	0.62
FDN_top_00865_WR	eval	WR	WR	0.62
FDN_top_00866_UpB	eval	U+B	U	0.64
FDN_top_00867_UpB	eval	U+B	U	0.64
FDN_top_00868_BR	train	BR	BR	0.62
FDN_top_00869_WU	eval	WU	WU	0.62
FDN_top_00870_UpWBG	train	U+WBG	U	0.62
FDN_top_00871_UR	train	UR	UR	0.6
FDN_top_00872_BGpR	train	BG+R	BG	0.6
FDN_top_00873_WR	train	WR	WR	0.66
FDN_top_00874_WR	train	WR	WR	0.8200000000000001
FDN_top_00875_WU	train	WU	WU	0.6
FDN_top_00876_UB	train	UB	UB	0.66
FDN_top_00877_UB	train	UB	UB	0.66
FDN_top_00878_WG	train	WG	WG	0.62
FDN_top_00879_BR	train	BR	BR	0.6
FDN_top_00880_BR	train	BR	BR	0.6
FDN_top_00881_UGpB	train	UG+B	UG	0.6
FDN_top_00882_URpB	train	UR+B	UR	0.62
FDN_top_00883_WB	train	WB	WB	0.66
FDN_top_00884_WB	train	WB	WB	0.66
FDN_top_00885_WB	train	WB	WB	0.6
FDN_top_00886_UR	train	UR	UR	0.6
FDN_top_00887_WBpG	train	WB+G	WB	0.64
FDN_top_00888_URG	eval	URG	URG	0.62
FDN_top_00889_UR	train	UR	UR	0.64
FDN_top_00890_URpW	train	UR+W	UR	0.62
FDN_top_00891_WB	train	WB	WB	0.64
FDN_top_00892_BpR	eval	B+R	B	0.64
FDN_top_00893_RG	train	RG	RG	0.64
FDN_top_00894_RG	train	RG	RG	0.74
FDN_top_00895_UBpR	train	UB+R	UB	0.62
FDN_top_00896_UBpR	train	UB+R	UB	0.62
FDN_top_00897_UB	train	UB	UB	0.6
FDN_top_00898_WGpR	train	WG+R	WG	0.6
FDN_top_00899_BR	train	BR	BR	0.66
FDN_top_00900_BR	train	BR	BR	0.66
FDN_top_00901_BR	train	BR	BR	0.66
FDN_top_00902_WpB	train	W+B	W	0.62
FDN_top_00903_WpB	train	W+B	W	0.62
FDN_top_00904_BGpUR	eval	BG+UR	BG	0.6
FDN_top_00905_UB	train	UB	UB	0.66
FDN_top_00906_UB	train	UB	UB	0.66
FDN_top_00907_UB	train	UB	UB	0.66
FDN_top_00908_WB	train	WB	WB	0.6
FDN_top_00909_UBpW	train	UB+W	UB	0.6
FDN_top_00910_BG	train	BG	BG	0.62
FDN_top_00911_BR	train	BR	BR	0.6
FDN_top_00912_WB	train	WB	WB	0.74
FDN_top_00913_BRpG	eval	BR+G	BR	0.62
FDN_top_00914_UG	train	UG	UG	0.68
FDN_top_00915_WU	train	WU	WU	0.68
FDN_top_00916_UR	train	UR	UR	0.6
FDN_top_00917_UB	train	UB	UB	0.6
FDN_top_00918_RGpU	train	RG+U	RG	0.62
FDN_top_00919_RGpU	train	RG+U	RG	0.62
FDN_top_00920_BG	train	BG	BG	0.62
FDN_top_00921_BGpW	train	BG+W	BG	0.68
FDN_top_00922_BGpW	train	BG+W	BG	0.68
FDN_top_00923_UR	train	UR	UR	0.62
FDN_top_00924_UR	train	UR	UR	0.62
FDN_top_00925_BGpU	train	BG+U	BG	0.6
FDN_top_00926_WU	train	WU	WU	0.64
FDN_top_00927_WG	train	WG	WG	0.68
FDN_top_00928_WG	train	WG	WG	0.68
FDN_top_00929_WG	train	WG	WG	0.62
FDN_top_00930_G	train	G	G	0.66
FDN_top_00931_UR	train	UR	UR	0.6
FDN_top_00932_UB	eval	UB	UB	0.62
FDN_top_00933_UB	eval	UB	UB	0.62
FDN_top_00934_BR	train	BR	BR	0.64
FDN_top_00935_BR	train	BR	BR	0.64
FDN_top_00936_BR	train	BR	BR	0.64
FDN_top_00937_UB	eval	UB	UB	0.66
FDN_top_00938_UR	train	UR	UR	0.68
FDN_top_00939_UR	train	UR	UR	0.68
FDN_top_00940_UR	train	UR	UR	0.64
FDN_top_00941_UR	train	UR	UR	0.6
FDN_top_00942_WGpU	eval	WG+U	WG	0.6
FDN_top_00943_WRpB	train	WR+B	WR	0.62
FDN_top_00944_UG	train	UG	UG	0.6
FDN_top_00945_UG	train	UG	UG	0.6
FDN_top_00946_WB	train	WB	WB	0.64
FDN_top_00947_BRpWU	train	BR+WU	BR	0.76
FDN_top_00948_WR	eval	WR	WR	0.66
FDN_top_00949_RG	train	RG	RG	0.76
FDN_top_00950_UBpR	train	UB+R	UB	0.62
FDN_top_00951_BG	train	BG	BG	0.6
FDN_top_00952_UB	train	UB	UB	0.6
FDN_top_00953_RG	train	RG	RG	0.68
FDN_top_00954_UB	eval	UB	UB	0.7000000000000001
FDN_top_00955_UR	train	UR	UR	0.6
FDN_top_00956_UR	train	UR	UR	0.6
FDN_top_00957_UR	train	UR	UR	0.6
FDN_top_00958_BpWR	train	B+WR	B	0.66
FDN_top_00959_WRpB	eval	WR+B	WR	0.64
FDN_top_00960_RG	train	RG	RG	0.74
FDN_top_00961_RG	train	RG	RG	0.74
FDN_top_00962_RG	train	RG	RG	0.74
FDN_top_00963_RG	train	RG	RG	0.74
FDN_top_00964_WpG	train	W+G	W	0.6
FDN_top_00965_WpRG	train	W+RG	W	0.6
FDN_top_00966_WBpR	train	WB+R	WB	0.6
FDN_top_00967_U	train	U	U	0.6
FDN_top_00968_UB	train	UB	UB	0.6
FDN_top_00969_WB	train	WB	WB	0.6
FDN_top_00970_WB	train	WB	WB	0.6
FDN_top_00971_WG	train	WG	WG	0.62
FDN_top_00972_WR	train	WR	WR	0.6
FDN_top_00973_WUpR	train	WU+R	WU	0.62
FDN_top_00974_UB	train	UB	UB	0.64
FDN_top_00975_UB	train	UB	UB	0.64
FDN_top_00976_WU	train	WU	WU	0.62
FDN_top_00977_BG	eval	BG	BG	0.62
FDN_top_00978_UR	eval	UR	UR	0.64
FDN_top_00979_WU	train	WU	WU	0.6
FDN_top_00980_WGpR	eval	WG+R	WG	0.6
FDN_top_00981_WU	train	WU	WU	0.8
FDN_top_00982_WU	train	WU	WU	0.8
FDN_top_00983_WB	train	WB	WB	0.62
FDN_top_00984_RG	train	RG	RG	0.62
FDN_top_00985_BG	train	BG	BG	0.6
FDN_top_00986_RG	train	RG	RG	0.62
FDN_top_00987_RG	train	RG	RG	0.62
FDN_top_00988_UR	train	UR	UR	0.6
FDN_top_00989_UR	train	UR	UR	0.6
FDN_top_00990_UR	train	UR	UR	0.6
FDN_top_00991_WU	train	WU	WU	0.62
FDN_top_00992_UGpWB	train	UG+WB	UG	0.6
FDN_top_00993_WU	train	WU	WU	0.6
FDN_top_00994_BR	train	BR	BR	0.6
FDN_top_00995_BR	train	BR	BR	0.6
FDN_top_00996_BR	train	BR	BR	0.6
FDN_top_00997_UB	train	UB	UB	0.6
FDN_top_00998_WB	train	WB	WB	0.66
FDN_top_00999_UGpB	train	UG+B	UG	0.64
FDN_top_01000_UG	train	UG	UG	0.64
FDN_top_01001_UG	train	UG	UG	0.64
FDN_top_01002_UR	train	UR	UR	0.6
FDN_top_01003_UBpR	train	UB+R	UB	0.62
FDN_top_01004_UGpB	eval	UG+B	UG	0.62
FDN_top_01005_WB	train	WB	WB	0.62
FDN_top_01006_WBpU	train	WB+U	WB	0.64
FDN_top_01007_UBG	train	UBG	UBG	0.68
FDN_top_01008_BGpU	train	BG+U	BG	0.68
FDN_top_01009_WBpR	train	WB+R	WB	0.66
FDN_top_01010_WR	train	WR	WR	0.64
FDN_top_01011_WR	train	WR	WR	0.64
FDN_top_01012_WR	train	WR	WR	0.64
FDN_top_01013_UG	train	UG	UG	0.6
FDN_top_01014_UGpB	train	UG+B	UG	0.62
FDN_top_01015_UGpB	train	UG+B	UG	0.62
FDN_top_01016_UR	train	UR	UR	0.64
FDN_top_01017_WG	train	WG	WG	0.6
FDN_top_01018_WG	train	WG	WG	0.6
FDN_top_01019_WG	train	WG	WG	0.6
FDN_top_01020_BGpR	train	BG+R	BG	0.7000000000000001
FDN_top_01021_URpW	train	UR+W	UR	0.7000000000000001
FDN_top_01022_RG	train	RG	RG	0.74
FDN_top_01023_RG	train	RG	RG	0.64
FDN_top_01024_UR	train	UR	UR	0.64
FDN_top_01025_WB	train	WB	WB	0.62
FDN_top_01026_WUpB	train	WU+B	WU	0.62
FDN_top_01027_BR	train	BR	BR	0.6
FDN_top_01028_RG	train	RG	RG	0.7000000000000001
FDN_top_01029_BG	train	BG	BG	0.62
FDN_top_01030_BG	train	BG	BG	0.62
FDN_top_01031_WBpU	train	WB+U	WB	0.66
FDN_top_01032_BG	train	BG	BG	0.66
FDN_top_01033_WB	train	WB	WB	0.6
FDN_top_01034_WGpB	train	WG+B	WG	0.6
FDN_top_01035_WG	train	WG	WG	0.6
FDN_top_01036_UB	eval	UB	UB	0.62
FDN_top_01037_UB	eval	UB	UB	0.62
FDN_top_01038_RG	train	RG	RG	0.6
FDN_top_01039_UGpW	train	UG+W	UG	0.64
FDN_top_01040_UG	train	UG	UG	0.6
FDN_top_01041_BG	train	BG	BG	0.8
FDN_top_01042_UR	train	UR	UR	0.6
FDN_top_01043_BpWG	train	B+WG	B	0.7000000000000001
FDN_top_01044_WR	train	WR	WR	0.62
FDN_top_01045_WU	train	WU	WU	0.62
FDN_top_01046_URpG	eval	UR+G	UR	0.64
FDN_top_01047_RG	train	RG	RG	0.6
FDN_top_01048_RG	train	RG	RG	0.6
FDN_top_01049_WB	train	WB	WB	0.6
FDN_top_01050_WB	train	WB	WB	0.6
FDN_top_01051_WR	train	WR	WR	0.76
FDN_top_01052_WR	train	WR	WR	0.76
FDN_top_01053_WU	train	WU	WU	0.64
FDN_top_01054_UBR	train	UBR	UBR	0.6
FDN_top_01055_WG	eval	WG	WG	0.6
FDN_top_01056_WR	eval	WR	WR	0.62
FDN_top_01057_WU	train	WU	WU	0.66
FDN_top_01058_UGpW	train	UG+W	UG	0.62
FDN_top_01059_WG	train	WG	WG	0.72
FDN_top_01060_RGpW	train	RG+W	RG	0.6
FDN_top_01061_UG	train	UG	UG	0.62
FDN_top_01062_WB	eval	WB	WB	0.64
FDN_top_01063_WB	eval	WB	WB	0.64
FDN_top_01064_WU	train	WU	WU	0.68
FDN_top_01065_WB	train	WB	WB	0.76
FDN_top_01066_WB	train	WB	WB	0.76
FDN_top_01067_WB	train	WB	WB	0.76
FDN_top_01068_BpR	train	B+R	B	0.66
FDN_top_01069_UB	train	UB	UB	0.64
FDN_top_01070_UB	train	UB	UB	0.64
FDN_top_01071_WB	train	WB	WB	0.62
FDN_top_01072_UG	eval	UG	UG	0.64
FDN_top_01073_UR	train	UR	UR	0.66
FDN_top_01074_BR	train	BR	BR	0.76
FDN_top_01075_URGpB	train	URG+B	URG	0.62
FDN_top_01076_URGpB	train	URG+B	URG	0.62
FDN_top_01077_WB	train	WB	WB	0.64
FDN_top_01078_WB	train	WB	WB	0.64
FDN_top_01079_UR	train	UR	UR	0.6
FDN_top_01080_UR	train	UR	UR	0.6
FDN_top_01081_RG	train	RG	RG	0.6
FDN_top_01082_RG	train	RG	RG	0.6
FDN_top_01083_WR	train	WR	WR	0.6
FDN_top_01084_WU	train	WU	WU	0.68
FDN_top_01085_WB	train	WB	WB	0.6
FDN_top_01086_WG	train	WG	WG	0.68
FDN_top_01087_BR	train	BR	BR	0.6
FDN_top_01088_BGpW	train	BG+W	BG	0.6
FDN_top_01089_BGpW	train	BG+W	BG	0.6
FDN_top_01090_RG	train	RG	RG	0.62
FDN_top_01091_BGpW	train	BG+W	BG	0.62
FDN_top_01092_WBpG	train	WB+G	WB	0.6
FDN_top_01093_WG	train	WG	WG	0.6
FDN_top_01094_WU	train	WU	WU	0.62
FDN_top_01095_BG	train	BG	BG	0.6
FDN_top_01096_WG	train	WG	WG	0.68
FDN_top_01097_RGpU	train	RG+U	RG	0.6
FDN_top_01098_UR	eval	UR	UR	0.6
FDN_top_01099_WB	train	WB	WB	0.62
FDN_top_01100_WB	train	WB	WB	0.62
FDN_top_01101_WB	train	WB	WB	0.62
FDN_top_01102_UR	train	UR	UR	0.64
FDN_top_01103_UR	train	UR	UR	0.64
FDN_top_01104_WR	train	WR	WR	0.62
FDN_top_01105_WR	train	WR	WR	0.62
FDN_top_01106_WU	train	WU	WU	0.6
